order_id,customer_id,order_date,order_status,channel,coupon_code,order_total
170,128,2025-12-29 15:56:18,placed,store,,3762.76
171,820,2025-11-06 10:51:18,placed,web,,3391.96
172,872,2026-03-29 11:46:18,shipped,mobile,,3597.74
173,674,2026-04-15 06:34:18,placed,store,FESTIVE5,13251.32
174,591,2025-08-06 15:33:18,shipped,mobile,,10856.55
175,102,2025-05-11 12:38:18,placed,web,FESTIVE5,17150.49
176,138,2025-06-10 20:40:18,shipped,mobile,SAVE20,14636.27
177,564,2025-12-06 05:29:18,shipped,web,,9230.14
178,693,2025-09-09 15:44:18,shipped,web,,14706.96
179,714,2025-05-20 07:08:18,placed,store,,16446.06
180,430,2026-01-27 03:03:18,shipped,web,,5100.45
181,545,2026-02-17 16:18:18,shipped,mobile,,1961.69
182,797,2025-11-27 08:58:18,delivered,mobile,NEW10,2139.35
183,228,2025-10-04 10:03:18,cancelled,web,,14620.88
184,842,2025-08-08 10:20:18,placed,store,FESTIVE5,11120.54
185,919,2026-03-22 08:33:18,cancelled,mobile,SAVE20,7034.42
186,992,2025-07-16 20:15:18,cancelled,mobile,,11927.74
187,704,2025-07-26 15:44:18,delivered,web,,11437.7
188,941,2025-05-23 02:08:18,delivered,store,,8481.23
189,450,2025-10-15 23:21:18,placed,mobile,,18845.2
190,834,2025-12-19 04:13:18,cancelled,mobile,,15457.45
191,650,2026-03-06 11:07:18,placed,web,SAVE20,11591.27
192,293,2025-07-05 22:02:18,cancelled,mobile,,10271.91
193,492,2025-08-03 21:10:18,returned,store,,2668.89
194,195,2026-04-11 15:26:18,delivered,store,FESTIVE5,5035.68
195,974,2025-07-18 16:15:18,placed,mobile,SAVE20,13555.54
196,537,2025-12-21 08:49:18,placed,web,,7195.17
197,508,2025-10-03 08:30:18,returned,mobile,,5145.35
198,785,2026-02-14 04:34:18,shipped,mobile,SAVE20,244.24
199,404,2025-12-25 03:54:18,cancelled,store,,16549.4
200,475,2025-06-02 22:50:18,placed,store,,6705.33
201,6,2025-10-17 14:42:18,shipped,web,NEW10,8729.92
202,542,2025-07-26 09:27:18,placed,mobile,NEW10,3281.48
203,232,2025-08-18 01:30:18,placed,mobile,SAVE20,10821.26
204,450,2025-05-13 23:43:18,placed,store,,315.04
205,727,2026-01-04 10:41:18,placed,web,,8536.9
206,33,2026-01-22 16:41:18,cancelled,store,FESTIVE5,2552.09
207,508,2025-04-30 15:45:18,placed,mobile,,14574.69
208,846,2025-09-28 09:46:18,returned,web,SAVE20,3279.73
209,786,2025-04-30 06:50:18,delivered,mobile,,19533.48
210,445,2025-08-13 04:35:18,shipped,mobile,SAVE20,12428.74
211,192,2025-12-09 05:04:18,placed,mobile,,5097.62
212,204,2025-08-15 15:03:18,delivered,store,,10146.21
213,876,2025-06-16 17:13:18,placed,web,SAVE20,8145.41
214,197,2026-01-31 00:52:18,shipped,web,NEW10,7730.98
215,717,2025-05-26 06:39:18,placed,mobile,NEW10,10295.3
216,312,2026-02-18 05:30:18,placed,mobile,,8477.87
217,49,2026-01-12 12:53:18,placed,store,FESTIVE5,4397.16
218,931,2025-06-09 10:26:18,placed,mobile,FESTIVE5,6818.79
219,686,2026-04-08 16:18:18,delivered,web,FESTIVE5,7339.26
220,761,2025-06-17 21:15:18,placed,store,FESTIVE5,4358.66
221,909,2026-02-20 09:13:18,delivered,web,NEW10,11813.92
222,671,2026-01-08 07:08:18,shipped,web,NEW10,18848.0
223,309,2025-08-16 07:19:18,delivered,web,SAVE20,3995.79
224,259,2025-07-03 01:56:18,placed,store,,2525.09
225,495,2025-09-12 20:54:18,returned,web,SAVE20,12063.24
226,133,2025-11-18 12:17:18,placed,store,SAVE20,14866.16
227,702,2025-07-16 21:49:18,placed,store,,11337.47
228,622,2025-11-27 07:42:18,placed,store,SAVE20,-11923.83
229,951,2025-07-26 23:21:18,delivered,store,FESTIVE5,6207.52
230,726,2025-11-28 20:46:18,placed,web,,4916.69
231,152,2025-11-24 09:36:18,cancelled,web,,19604.47
232,216,2025-07-16 10:53:18,shipped,store,,19449.93
233,970,2025-04-18 20:37:18,delivered,mobile,,6038.93
234,641,2026-04-10 02:39:18,delivered,mobile,SAVE20,5268.55
235,674,2025-06-21 10:07:18,delivered,mobile,,5295.43
236,619,2025-07-07 07:01:18,shipped,mobile,FESTIVE5,4237.59
237,879,2025-09-25 09:25:18,placed,store,,7499.07
238,96,2025-08-05 08:24:18,placed,web,SAVE20,11479.23
239,185,2025-05-19 04:52:18,placed,web,,13809.86
240,147,2026-03-10 00:38:18,shipped,store,,2184.63
241,745,2026-04-08 18:47:18,placed,web,NEW10,16565.93
242,660,2026-03-24 09:38:18,delivered,mobile,SAVE20,18784.25
243,812,2026-04-11 10:19:18,delivered,mobile,,1882.31
244,778,2025-06-30 23:01:18,placed,mobile,,3259.36
245,709,2025-11-29 17:19:18,placed,web,NEW10,10983.91
246,908,2025-09-15 09:53:18,cancelled,web,SAVE20,8657.28
247,672,2025-11-20 05:55:18,cancelled,mobile,,17707.63
248,116,2025-08-07 08:46:18,placed,mobile,FESTIVE5,1710.54
249,370,2026-03-03 12:15:18,placed,mobile,,6829.91
250,436,2026-01-28 16:10:18,placed,mobile,FESTIVE5,17532.96
251,512,2025-05-12 01:54:18,placed,store,NEW10,15819.35
252,153,2025-05-15 09:33:18,placed,mobile,,15977.64
253,835,2026-03-12 10:17:18,shipped,store,FESTIVE5,3064.42
254,131,2026-01-12 01:31:18,placed,mobile,,13929.73
255,813,2025-05-25 03:45:18,delivered,store,SAVE20,7787.07
256,552,2025-07-15 22:19:18,shipped,web,,1855.63
257,540,2025-06-23 15:02:18,delivered,store,NEW10,-4856.82
258,872,2026-04-07 02:18:18,shipped,web,NEW10,1379.63
259,870,2026-02-03 04:24:18,placed,store,,5001.45
260,58,2026-02-04 10:09:18,delivered,mobile,,721.67
261,381,2026-03-18 15:47:18,delivered,web,,16781.26
262,31,2026-01-30 02:44:18,placed,web,NEW10,11469.83
263,154,2026-01-11 22:06:18,placed,store,,18985.56
264,740,2025-10-24 23:03:18,shipped,web,FESTIVE5,2403.08
265,658,2026-03-29 18:05:18,placed,web,NEW10,8048.54
266,971,2025-08-25 20:08:18,delivered,store,,6259.47
267,954,2026-01-25 05:48:18,shipped,web,,4394.91
268,225,2025-09-27 08:01:18,delivered,store,,16865.92
269,480,2025-08-14 03:12:18,shipped,mobile,SAVE20,1282.5
270,435,2026-01-06 05:47:18,placed,mobile,,15620.19
271,246,2025-11-22 08:19:18,placed,web,,417.34
272,193,2025-07-07 07:13:18,cancelled,web,FESTIVE5,1883.78
273,46,2025-06-30 22:51:18,placed,web,FESTIVE5,367.88
274,290,2025-09-23 21:41:18,placed,mobile,,7245.58
275,691,2026-02-25 03:27:18,cancelled,store,NEW10,10143.11
276,25,2025-06-19 01:23:18,shipped,web,FESTIVE5,3392.22
277,81,2025-05-30 11:08:18,placed,web,,13153.56
278,165,2025-08-01 21:07:18,shipped,store,FESTIVE5,9060.11
279,298,2025-10-12 17:59:18,cancelled,web,,15528.67
280,214,2025-06-06 18:49:18,returned,store,,19889.21
281,16,2026-02-01 04:18:18,cancelled,web,,2063.46
282,957,2025-11-15 08:49:18,placed,mobile,FESTIVE5,1966.74
283,791,2025-08-23 05:23:18,returned,mobile,,18498.38
284,996,2025-06-27 22:51:18,placed,mobile,,8298.86
285,697,2026-02-07 23:30:18,shipped,store,FESTIVE5,7598.93
286,519,2025-08-28 04:57:18,cancelled,store,NEW10,12488.15
287,759,2025-12-10 15:01:18,shipped,web,NEW10,5955.08
288,409,2026-03-09 06:29:18,cancelled,store,NEW10,7108.97
289,548,2025-08-20 10:48:18,placed,web,,15410.69
290,337,2026-03-13 03:32:18,returned,mobile,SAVE20,14105.36
291,286,2025-08-26 12:19:18,placed,mobile,SAVE20,12876.28
292,33,2025-06-12 01:50:18,cancelled,mobile,,19575.5
293,217,2026-04-03 16:26:18,placed,store,SAVE20,1855.11
294,415,2026-03-05 03:58:18,delivered,mobile,,4439.28
295,189,2026-03-19 10:56:18,cancelled,mobile,FESTIVE5,3457.76
296,430,2025-08-11 22:19:18,delivered,web,,8848.32
297,585,2025-09-28 13:18:18,delivered,store,SAVE20,1740.61
298,632,2026-01-31 03:11:18,returned,store,,16539.65
299,15,2026-01-27 22:54:18,placed,mobile,NEW10,15881.93
300,270,2025-07-22 14:53:18,returned,web,,9096.71
301,100,2026-03-28 07:06:18,returned,mobile,,11012.51
302,387,2025-12-26 02:40:18,returned,store,,19111.07
303,373,2026-04-07 03:56:18,placed,web,,10082.79
304,424,2025-09-17 02:31:18,delivered,mobile,,19486.59
305,949,2026-01-14 23:26:18,placed,store,,3420.61
306,292,2025-05-12 15:10:18,shipped,mobile,,12483.45
307,878,2026-02-24 11:02:18,delivered,web,,525.24
308,107,2025-08-03 14:05:18,shipped,store,NEW10,12743.8
309,826,2026-03-29 16:35:18,cancelled,web,SAVE20,15582.23
310,118,2026-01-04 22:46:18,placed,mobile,,18178.27
311,804,2025-09-25 13:30:18,delivered,store,FESTIVE5,5498.66
312,315,2025-09-14 16:38:18,placed,mobile,NEW10,507.5
313,384,2025-07-23 14:15:18,placed,web,,19858.02
314,997,2025-09-27 07:14:18,shipped,web,,8696.23
315,400,2026-01-17 00:56:18,placed,web,,4773.2
316,130,2025-07-31 10:13:18,shipped,mobile,,18349.97
317,163,2025-11-01 07:48:18,placed,mobile,NEW10,12652.1
318,29,2025-06-02 15:19:18,cancelled,web,,7771.62
319,134,2025-08-25 17:13:18,delivered,web,SAVE20,13119.95
320,199,2025-07-15 06:07:18,delivered,mobile,FESTIVE5,13253.3
321,958,2026-01-31 17:52:18,shipped,store,NEW10,2396.44
322,126,2026-02-20 09:35:18,placed,web,NEW10,1732.15
323,935,2025-12-30 01:47:18,shipped,web,,1656.8
324,79,2025-12-28 16:27:18,placed,mobile,,18184.39
325,185,2025-11-14 12:56:18,placed,store,,12211.77
326,1000,2025-10-22 02:23:18,returned,store,,299.29
327,261,2026-02-12 07:15:18,placed,web,,10332.55
328,888,2025-10-11 09:56:18,placed,mobile,SAVE20,4551.27
329,963,2026-02-10 05:36:18,shipped,web,FESTIVE5,14220.05
330,479,2025-08-05 00:21:18,cancelled,web,FESTIVE5,3624.6
331,909,2025-11-23 01:47:18,shipped,store,FESTIVE5,3479.93
332,740,2025-08-08 23:57:18,shipped,store,,5579.14
333,111,2025-06-09 01:26:18,placed,mobile,FESTIVE5,17978.31
334,461,2026-01-20 12:21:18,placed,mobile,FESTIVE5,12156.87
335,974,2025-07-18 02:28:18,placed,web,FESTIVE5,8701.86
336,252,2026-03-09 07:11:18,placed,web,FESTIVE5,2621.61
337,12,2025-10-29 07:24:18,shipped,mobile,SAVE20,11320.48
338,617,2025-12-27 21:40:18,placed,mobile,,12236.51
339,881,2025-05-07 11:17:18,cancelled,mobile,,15172.78
340,328,2026-01-04 07:50:18,delivered,mobile,NEW10,19807.14
341,128,2025-08-27 08:15:18,placed,mobile,SAVE20,11612.99
342,660,2025-06-25 12:55:18,shipped,web,,932.76
343,541,2026-03-26 03:12:18,placed,mobile,NEW10,16631.03
344,309,2025-11-26 03:05:18,placed,web,,15537.35
345,49,2025-09-26 04:09:18,returned,mobile,,19349.62
346,383,2025-06-03 10:52:18,placed,web,SAVE20,2281.69
347,705,2025-09-04 06:43:18,placed,store,FESTIVE5,16359.72
348,6,2025-04-28 12:37:18,cancelled,web,NEW10,1150.47
349,271,2025-10-28 15:14:18,delivered,mobile,FESTIVE5,14033.56
350,598,2025-08-23 10:45:18,placed,web,,17778.41
351,424,2025-05-23 23:11:18,placed,store,SAVE20,11642.12
352,1000,2025-11-23 03:04:18,delivered,web,NEW10,5423.48
353,85,2025-10-16 20:00:18,cancelled,store,,14758.31
354,80,2026-03-07 22:50:18,placed,store,SAVE20,9469.38
355,500,2026-02-21 03:40:18,delivered,store,,17197.48
356,320,2025-04-17 23:12:18,placed,store,NEW10,18299.68
357,373,2025-09-29 22:58:18,shipped,web,,3921.48
358,169,2025-04-29 03:58:18,shipped,web,SAVE20,9326.89
359,113,2025-12-13 12:56:18,shipped,mobile,NEW10,9629.56
360,361,2025-12-01 09:54:18,shipped,mobile,,4398.91
361,442,2025-07-29 03:50:18,shipped,mobile,NEW10,1172.86
362,951,2025-09-11 07:35:18,placed,web,,5663.33
363,532,2025-09-06 10:10:18,placed,web,NEW10,4547.68
364,37,2025-06-25 05:38:18,placed,web,FESTIVE5,4684.01
365,734,2025-09-20 01:28:18,placed,store,,5511.69
366,805,2026-01-01 02:13:18,placed,store,FESTIVE5,14730.87
367,516,2025-04-21 18:23:18,delivered,store,SAVE20,3570.6
368,171,2026-01-10 02:56:18,shipped,web,,9597.09
369,182,2025-12-01 11:43:18,delivered,web,,7172.44
370,2,2025-08-08 06:23:18,placed,web,,13664.92
371,234,2025-07-20 21:43:18,delivered,web,NEW10,6231.12
372,464,2025-08-06 14:31:18,returned,mobile,,9832.57
373,14,2025-10-17 04:08:18,placed,store,,17167.73
374,611,2025-08-11 10:36:18,delivered,store,,610.4
375,877,2025-12-23 16:44:18,placed,web,SAVE20,11636.17
376,442,2025-10-13 07:06:18,placed,mobile,,2337.05
377,642,2025-05-02 19:56:18,cancelled,store,SAVE20,5453.12
378,910,2025-10-28 01:16:18,shipped,mobile,FESTIVE5,3973.34
379,719,2025-10-21 18:46:18,shipped,mobile,,19369.43
380,296,2026-02-18 13:22:18,cancelled,web,,13682.28
381,297,2025-05-30 20:11:18,placed,mobile,FESTIVE5,1479.41
382,465,2026-03-26 07:35:18,delivered,web,NEW10,-9869.66
383,361,2025-05-12 13:50:18,placed,mobile,FESTIVE5,15748.21
384,982,2025-07-02 09:48:18,delivered,web,,4095.2
385,83,2025-11-18 06:51:18,shipped,mobile,SAVE20,16271.84
386,433,2025-09-23 09:56:18,placed,mobile,,6352.57
387,696,2025-10-31 19:45:18,delivered,web,FESTIVE5,2886.68
388,309,2025-11-10 11:34:18,shipped,store,,11007.45
389,897,2025-09-04 10:45:18,shipped,store,FESTIVE5,10175.54
390,367,2025-08-19 02:26:18,shipped,mobile,,747.92
391,981,2025-09-12 11:05:18,placed,mobile,SAVE20,11690.38
392,636,2025-07-10 18:57:18,placed,mobile,SAVE20,-8178.25
393,827,2025-07-23 23:00:18,placed,web,FESTIVE5,16631.91
394,342,2025-06-15 10:01:18,placed,mobile,,6759.89
395,759,2025-06-19 16:21:18,delivered,web,,4260.28
396,759,2025-08-05 09:39:18,cancelled,store,SAVE20,6157.67
397,960,2026-04-11 22:14:18,delivered,web,NEW10,200.71
398,124,2025-07-23 10:38:18,placed,mobile,NEW10,16687.98
399,57,2026-02-12 04:28:18,shipped,web,SAVE20,16866.07
400,842,2025-06-05 16:25:18,cancelled,store,NEW10,8760.6
401,190,2026-02-01 14:11:18,placed,store,,14052.65
402,492,2025-11-18 04:11:18,placed,store,,7473.32
403,396,2025-04-23 10:24:18,shipped,mobile,SAVE20,753.82
404,578,2025-09-28 13:16:18,placed,store,,17885.78
405,44,2025-10-16 09:24:18,cancelled,mobile,FESTIVE5,380.58
406,513,2025-08-01 07:31:18,cancelled,store,,10358.29
407,156,2025-10-16 17:07:18,shipped,mobile,,17201.55
408,804,2025-05-13 03:54:18,placed,store,,7655.15
409,675,2026-01-12 19:08:18,cancelled,store,,5332.68
410,603,2025-06-22 02:16:18,shipped,mobile,NEW10,1089.6
411,163,2025-12-18 10:11:18,placed,store,,6608.46
412,791,2025-12-15 09:56:18,cancelled,store,,15165.11
413,66,2026-03-14 18:37:18,placed,store,NEW10,8942.26
414,647,2026-03-31 08:33:18,placed,mobile,,2837.69
415,570,2026-01-03 07:37:18,shipped,store,FESTIVE5,4664.83
416,445,2025-07-19 07:48:18,shipped,store,,2104.88
417,144,2026-04-13 02:04:18,shipped,store,NEW10,6946.08
418,981,2025-05-21 21:22:18,placed,web,,16586.0
419,366,2025-06-02 19:59:18,placed,web,,8664.73
420,73,2025-06-28 11:45:18,delivered,mobile,NEW10,2534.96
421,616,2025-07-13 03:52:18,placed,mobile,FESTIVE5,7930.44
422,894,2026-01-25 04:49:18,shipped,web,,18649.82
423,409,2025-06-03 12:19:18,delivered,web,,9525.38
424,270,2025-05-16 13:51:18,placed,mobile,SAVE20,6823.92
425,143,2025-12-31 20:01:18,delivered,store,NEW10,4865.22
426,971,2025-06-30 18:09:18,delivered,web,FESTIVE5,19624.91
427,613,2025-06-06 10:57:18,shipped,web,FESTIVE5,14521.93
428,509,2025-07-30 06:12:18,placed,mobile,FESTIVE5,15674.53
429,234,2026-04-05 12:52:18,delivered,web,,12241.15
430,701,2026-04-05 20:23:18,placed,mobile,,2679.7
431,563,2026-02-04 10:25:18,placed,store,FESTIVE5,7165.42
432,941,2026-03-17 06:39:18,placed,web,SAVE20,8378.7
433,828,2025-07-14 19:51:18,returned,web,,5148.46
434,59,2026-02-09 23:42:18,placed,mobile,FESTIVE5,12127.84
435,300,2026-02-07 18:28:18,shipped,web,,1720.72
