order_item_id,order_id,product_id,quantity,unit_price,line_amount
243,9663,45,3,15718.58,47155.74
244,8751,53,4,24526.3,98105.2
245,3180,268,2,11676.11,23352.22
246,9592,234,1,41977.98,41977.98
247,4788,265,2,16039.78,32079.56
248,3887,95,4,23579.03,94316.12
249,3508,208,1,39922.65,39922.65
250,9581,113,2,25267.46,50534.92
251,8077,175,2,15916.6,31833.2
252,6999,279,4,17450.02,69800.08
253,2963,208,3,12563.35,37690.05
254,9763,255,5,24635.81,123179.05
255,5521,71,3,15269.83,45809.49
256,1641,236,1,38248.3,38248.3
257,9891,61,4,26335.39,105341.56
258,9918,171,5,27883.19,139415.95
259,2803,194,2,46012.84,92025.68
260,5084,300,3,32681.09,98043.27
261,5130,22,3,34866.08,104598.24
262,7616,187,3,28187.08,84561.24
263,900,142,5,31640.24,158201.2
264,1955,34,3,5721.17,17163.51
265,170,41,1,27663.58,27663.58
266,8753,238,2,18858.65,37717.3
267,284,180,5,39296.55,196482.75
268,7367,50,2,24725.46,49450.92
269,9698,65,4,41267.74,165070.96
270,6266,218,5,18761.33,93806.65
271,8341,37,5,10095.57,50477.85
272,7739,3,2,29021.34,58042.68
273,8113,114,1,38767.17,38767.17
274,3037,169,3,31148.84,93446.52
275,8119,24,4,17599.54,70398.16
276,4827,290,4,21029.72,84118.88
277,5076,31,1,47426.52,47426.52
278,8734,208,4,12577.76,50311.04
279,1564,213,1,46260.47,46260.47
280,3919,47,5,46182.6,230913.0
281,8569,185,1,41788.79,41788.79
282,7802,273,5,7111.57,35557.85
283,5545,186,4,34357.88,137431.52
284,1718,95,5,31481.49,157407.45
285,2726,153,1,42007.61,42007.61
286,2438,285,4,36622.41,146489.64
287,2175,227,3,44170.72,132512.16
288,620,194,3,25000.96,75002.88
289,759,273,5,22327.34,111636.7
290,4177,149,5,4174.92,20874.6
291,6670,12,4,35119.87,140479.48
292,285,78,4,34845.0,139380.0
293,5944,273,4,29400.63,117602.52
294,3134,74,1,17962.65,17962.65
295,498,20,5,39584.85,197924.25
296,4372,112,4,16866.91,67467.64
297,7017,1,4,16932.09,67728.36
298,5654,135,2,8768.99,17537.98
299,3474,224,1,20887.41,20887.41
300,9707,129,2,38843.42,77686.84
301,7265,69,5,33855.85,169279.25
302,9493,113,2,46506.99,93013.98
303,5408,67,5,35151.58,175757.9
304,5912,294,4,4040.83,16163.32
305,7399,19,5,26234.13,131170.65
306,4389,279,1,28032.34,28032.34
307,2269,222,3,30225.71,90677.13
308,236,129,1,35183.15,35183.15
309,6080,158,4,7031.57,28126.28
310,6968,105,2,1772.64,3545.28
311,3231,155,3,26969.08,80907.24
312,4675,3,5,32926.77,164633.85
313,4509,99,1,25367.01,25367.01
314,4863,127,4,43185.88,172743.52
315,6885,152,4,43053.68,172214.72
316,639,171,3,34325.73,102977.19
317,1595,297,5,20017.42,100087.1
318,3685,24,4,29852.02,119408.08
319,7878,27,4,6274.87,25099.48
320,311,258,1,43973.58,43973.58
321,8331,246,5,16074.37,80371.85
322,8081,69,3,15599.99,46799.97
323,512,214,5,16943.33,84716.65
324,6079,38,4,4104.56,16418.24
325,2043,62,5,25517.05,127585.25
326,2343,40,2,48217.32,96434.64
327,1965,228,2,11652.33,23304.66
328,1152,105,2,44436.16,88872.32
329,8921,20,1,2381.48,2381.48
330,1719,172,5,43973.89,219869.45
331,4900,3,5,31956.14,159780.7
332,7763,130,5,17796.37,88981.85
333,3570,105,3,20694.84,62084.52
334,477,189,4,44410.19,177640.76
335,3302,202,3,5721.27,17163.81
336,4637,31,2,9242.43,18484.86
337,9897,179,4,40313.94,161255.76
338,2878,3,5,13655.3,68276.5
339,8352,146,4,4090.75,16363.0
340,9133,29,2,26357.11,52714.22
341,2438,112,5,25140.15,125700.75
342,4787,99,4,23524.08,94096.32
343,2056,54,1,25618.52,25618.52
344,1148,285,3,44522.9,133568.7
345,7890,161,2,1763.53,3527.06
346,7846,85,1,13012.31,13012.31
347,6640,276,1,27439.26,27439.26
348,876,144,1,6337.51,6337.51
349,9765,72,3,2119.74,6359.22
350,6801,285,2,8969.36,17938.72
351,4188,142,3,49334.98,148004.94
352,6876,286,4,44237.41,176949.64
353,1352,159,4,47578.41,190313.64
354,7994,4,3,37143.7,111431.1
355,1282,50,3,6131.33,18393.99
356,6863,299,3,15752.23,47256.69
357,9993,70,1,26811.53,26811.53
358,1770,70,3,41603.37,124810.11
359,4105,268,5,2460.38,12301.9
360,8826,276,5,31243.27,156216.35
361,8184,28,4,24676.95,98707.8
362,359,296,5,46789.92,233949.6
363,2728,91,2,26371.03,52742.06
364,1981,4,2,5963.75,11927.5
365,5741,77,2,13533.47,27066.94
366,8619,157,1,22940.9,22940.9
367,1786,290,2,6345.73,12691.46
368,2670,170,4,49833.58,199334.32
369,7196,232,5,4731.74,23658.7
370,5816,22,4,15380.82,61523.28
371,9735,233,4,11337.32,45349.28
372,396,112,4,732.0,2928.0
373,7858,60,3,28953.48,86860.44
374,8567,233,1,41646.72,41646.72
375,7413,272,3,38876.56,116629.68
376,6121,243,4,33256.9,133027.6
377,7109,110,1,37445.36,37445.36
378,1972,107,1,35657.65,35657.65
379,2823,108,2,8957.79,17915.58
380,3728,300,3,37465.75,112397.25
381,8745,19,1,2564.89,2564.89
382,495,220,4,5841.69,23366.76
383,6153,208,2,19290.94,38581.88
384,5350,221,5,26357.62,131788.1
385,1009,33,1,28981.48,28981.48
386,9936,252,2,13234.36,26468.72
387,3041,25,3,18081.71,54245.13
388,5908,253,2,6472.23,12944.46
389,6700,203,2,3024.28,6048.56
390,6812,78,3,37507.88,112523.64
391,7253,76,2,42769.37,85538.74
392,3341,245,1,29046.91,29046.91
393,1542,138,3,8077.18,24231.54
394,8793,265,3,48699.66,146098.98
395,8869,109,1,47804.34,47804.34
396,7024,4,3,29988.11,89964.33
397,653,56,2,10287.97,20575.94
398,8107,237,2,43816.5,87633.0
399,2256,76,5,22893.5,114467.5
400,895,152,3,11709.48,35128.44
401,2401,272,2,41301.11,82602.22
402,4954,278,3,40417.1,121251.3
403,8386,32,2,35860.63,71721.26
404,7526,208,5,29150.67,145753.35
405,9078,192,5,29299.1,146495.5
406,9876,245,2,17375.79,34751.58
407,477,275,5,21105.75,105528.75
408,4871,45,4,8573.83,34295.32
409,8986,166,3,45237.98,135713.94
410,8751,290,3,32707.01,98121.03
411,3774,144,3,10229.04,30687.12
412,5674,87,2,41326.68,82653.36
413,8600,188,2,5583.6,11167.2
414,6729,64,1,45902.41,45902.41
415,1311,30,3,17410.28,52230.84
416,7576,292,3,9319.14,27957.42
417,4037,142,1,12370.63,12370.63
418,5016,83,4,34584.0,138336.0
419,2692,261,5,36721.62,183608.1
420,9878,109,4,15944.63,63778.52
421,5722,212,3,35867.98,107603.94
422,5855,209,1,11377.5,11377.5
423,6619,196,1,31103.3,31103.3
424,3165,295,5,18876.6,94383.0
425,4274,33,4,46864.63,187458.52
426,6475,174,4,48463.22,193852.88
427,7924,230,5,13351.42,66757.1
428,1579,89,1,2587.03,2587.03
429,2129,189,5,32703.2,163516.0
430,6166,100,4,1650.6,6602.4
431,1301,211,5,35963.41,179817.05
432,7808,15,5,3361.59,16807.95
433,2467,223,4,35015.62,140062.48
434,1798,243,2,27719.29,55438.58
435,3522,106,4,30254.92,121019.68
436,1576,110,1,39156.88,39156.88
437,2616,247,1,33311.05,33311.05
438,1447,111,2,7374.39,14748.78
439,9598,21,1,27204.63,27204.63
440,3122,216,2,24943.47,49886.94
441,2929,247,3,8120.52,24361.56
442,8844,205,1,1973.83,1973.83
443,1665,57,2,34158.11,68316.22
444,1270,207,3,49501.48,148504.44
445,7472,210,5,26925.0,134625.0
446,4194,280,5,12119.78,60598.9
447,3226,42,4,48806.65,195226.6
448,4268,277,3,34169.75,102509.25
449,7711,135,1,18803.14,18803.14
450,215,107,1,49368.16,49368.16
451,7613,192,3,33924.94,101774.82
452,8566,13,4,4353.95,17415.8
453,7717,156,4,12351.25,49405.0
454,3914,203,4,31267.21,125068.84
455,7998,58,5,40404.74,202023.7
456,4663,144,5,30634.61,153173.05
457,5788,196,3,23232.93,69698.79
458,5810,188,2,49798.99,99597.98
459,6952,162,3,15769.73,47309.19
460,89,175,5,37729.88,188649.4
461,3105,104,5,49462.51,247312.55
462,2265,164,1,21036.1,21036.1
463,9575,63,2,35221.11,70442.22
464,409,214,5,48911.43,244557.15
465,3698,53,2,29756.98,59513.96
466,8600,176,1,12012.15,12012.15
467,1405,99,3,30798.13,92394.39
468,8188,24,4,23300.44,93201.76
469,5840,45,3,7981.87,23945.61
470,5984,282,4,9173.51,36694.04
471,8014,20,1,25332.6,25332.6
472,8308,35,2,36910.24,73820.48
473,9596,41,1,42162.9,42162.9
474,1850,274,2,48154.72,96309.44
475,7548,279,3,3158.02,9474.06
476,8216,72,4,11786.53,47146.12
477,6013,268,4,17796.92,71187.68
478,8992,299,5,37362.46,186812.3
479,9561,92,1,27423.64,27423.64
480,8589,93,3,38075.76,114227.28
481,5203,171,1,45700.33,45700.33
482,1548,221,2,41411.08,82822.16
483,7931,122,2,17375.96,34751.92
484,9623,277,3,22762.36,68287.08
485,5671,38,2,43515.14,87030.28
486,2896,179,2,24767.47,49534.94
487,9608,265,3,26163.11,78489.33
488,9010,75,3,42958.26,128874.78
489,1016,140,2,921.19,1842.38
490,7324,48,1,4480.65,4480.65
491,5677,215,2,11171.07,22342.14
492,1617,268,1,31615.3,31615.3
493,7745,179,4,48085.75,192343.0
494,4553,148,5,10289.27,51446.35
495,2832,75,5,40107.92,200539.6
496,3082,17,4,41290.28,165161.12
497,2662,98,2,27513.12,55026.24
498,4004,46,1,15598.66,15598.66
499,9193,278,1,21024.3,21024.3
500,4890,139,1,20424.01,20424.01
501,3304,237,2,3961.7,7923.4
502,3462,222,4,38151.39,152605.56
503,1926,191,5,8753.69,43768.45
504,9214,84,2,13627.82,27255.64
505,7099,126,5,8178.72,40893.6
506,6184,226,1,20944.23,20944.23
507,9922,41,4,44377.33,177509.32
508,6020,150,1,12196.75,12196.75
509,524,264,1,18516.64,18516.64
510,1106,36,2,1640.43,3280.86
511,1315,21,3,27638.65,82915.95
512,9624,58,1,42795.42,42795.42
513,4155,131,2,15032.19,30064.38
514,2250,129,5,33187.68,165938.4
515,1111,173,4,6258.15,25032.6
516,5920,158,4,18901.86,75607.44
517,9218,9,4,9840.3,39361.2
518,8334,236,3,21830.44,65491.32
519,6864,62,5,3708.51,18542.55
520,1527,89,5,14799.56,73997.8
521,9452,3,3,37443.44,112330.32
522,1177,74,4,6949.17,27796.68
523,5011,58,5,47995.72,239978.6
524,8093,181,1,7670.57,7670.57
525,9118,235,2,12277.61,24555.22
526,1074,228,3,17540.82,52622.46
527,8790,182,4,9110.69,36442.76
528,7674,183,4,23765.39,95061.56
529,7390,238,5,38017.12,190085.6
530,3221,87,1,31953.89,31953.89
531,8637,198,4,44406.76,177627.04
532,3360,228,2,19050.7,38101.4
533,7077,270,2,22637.48,45274.96
534,892,32,3,15799.04,47397.12
535,6451,190,3,41152.14,123456.42
536,1049,168,1,23493.34,23493.34
537,8875,75,4,11671.78,46687.12
538,5556,28,2,5771.83,11543.66
539,2681,52,4,6808.77,27235.08
540,9739,268,5,42926.4,214632.0
541,2132,113,4,6930.03,27720.12
542,4195,68,5,7190.97,35954.85
543,4803,132,2,31140.73,62281.46
544,934,225,1,8798.83,8798.83
545,2377,123,1,7939.85,7939.85
546,5543,110,1,46713.38,46713.38
547,7689,79,2,40263.08,80526.16
548,4666,280,3,13528.42,40585.26
549,4223,143,1,45490.4,45490.4
550,1664,102,4,43521.78,174087.12
551,8913,276,4,2888.4,11553.6
552,5533,131,5,699.02,3495.1
553,5859,240,2,43322.82,86645.64
554,2514,295,3,15386.65,46159.95
555,3766,27,5,35132.21,175661.05
556,8504,83,2,9926.16,19852.32
557,2300,45,3,10390.94,31172.82
558,2745,266,2,38795.62,77591.24
559,3537,125,2,39116.58,78233.16
560,1384,259,4,35646.38,142585.52
561,6146,88,4,31975.39,127901.56
562,5753,198,1,29350.48,29350.48
563,697,235,5,22114.87,110574.35
564,1451,33,2,32826.76,65653.52
565,9080,155,4,31759.66,127038.64
566,1007,158,1,9182.96,9182.96
567,2746,250,3,44499.18,133497.54
568,3227,5,1,41764.66,41764.66
569,3753,263,2,39737.18,79474.36
570,6045,189,2,19150.37,38300.74
571,3695,41,3,47656.4,142969.2
572,7577,121,4,47419.55,189678.2
573,3648,285,5,17008.11,85040.55
574,7234,66,4,294.7,1178.8
575,3345,110,2,40709.55,81419.1
576,442,217,2,17305.75,34611.5
577,9247,15,4,21970.67,87882.68
578,235,70,2,37492.77,74985.54
579,7495,170,1,43988.29,43988.29
580,1622,9,3,12283.19,36849.57
581,2218,54,4,49664.01,198656.04
582,2909,66,5,20455.81,102279.05
583,2163,81,1,39682.73,39682.73
584,9404,271,4,15690.26,62761.04
585,4448,244,1,9749.29,9749.29
586,3742,143,1,26023.01,26023.01
587,2610,51,4,37973.25,151893.0
588,6582,27,4,9130.31,36521.24
589,3505,214,1,42240.13,42240.13
590,8506,50,5,13588.23,67941.15
591,7418,270,4,25021.25,100085.0
592,7704,238,1,3813.46,3813.46
593,9525,23,5,12202.51,61012.55
594,3253,83,1,47325.47,47325.47
595,7423,204,2,18272.57,36545.14
596,7889,110,1,19362.54,19362.54
597,6074,221,2,27735.24,55470.48
598,9221,43,4,49719.32,198877.28
599,1135,184,5,32777.17,163885.85
600,438,48,1,45166.16,45166.16
601,3858,220,4,23435.23,93740.92
602,5364,275,1,31745.98,31745.98
603,2964,245,2,11066.9,22133.8
604,7464,231,5,38608.43,193042.15
605,3348,37,3,44380.36,133141.08
606,3112,208,3,23677.42,71032.26
607,8472,173,5,20278.32,101391.6
608,5565,277,4,35042.82,140171.28
609,3033,188,4,14831.34,59325.36
610,5081,118,2,26919.41,53838.82
611,7666,80,2,12668.57,25337.14
612,1685,130,2,29717.64,59435.28
613,9456,56,1,28659.66,28659.66
614,6904,257,4,9403.1,37612.4
615,1849,50,2,24514.8,49029.6
616,9896,220,3,25077.95,75233.85
617,7408,90,1,18919.85,18919.85
618,9942,239,2,10060.99,20121.98
619,4612,79,5,38531.07,192655.35
620,8413,89,4,47905.55,191622.2
621,9659,187,3,29088.62,87265.86
622,319,32,1,49305.12,49305.12
623,469,116,5,45009.76,225048.8
624,1640,92,1,47908.34,47908.34
625,9229,70,3,31644.14,94932.42
626,4750,207,2,10041.02,20082.04
627,2781,293,4,11467.26,45869.04
628,9373,298,3,29361.52,88084.56
629,2520,251,3,2430.02,7290.06
630,3294,117,5,8037.06,40185.3
631,1185,120,2,26411.83,52823.66
632,9957,22,4,34958.77,139835.08
633,8711,134,1,48924.04,48924.04
634,5220,47,3,19314.88,57944.64
635,9358,113,3,6297.65,18892.95
636,3876,1,2,30457.59,60915.18
637,5022,292,2,36739.62,73479.24
638,1104,98,2,32723.22,65446.44
639,3353,159,2,8569.87,17139.74
640,9400,295,3,35097.15,105291.45
641,1551,284,2,41222.75,82445.5
642,3680,65,3,46371.1,139113.3
643,6296,174,1,35531.11,35531.11
644,4673,282,3,20528.86,61586.58
645,4815,185,3,21125.27,63375.81
646,9686,4,2,45113.61,90227.22
647,6534,180,3,15956.45,47869.35
648,2041,175,4,15419.02,61676.08
649,4926,240,5,24039.88,120199.4
650,6865,151,2,7822.6,15645.2
651,3333,101,2,40695.28,81390.56
652,9793,195,1,13963.76,13963.76
653,3940,89,1,32421.75,32421.75
654,1933,47,2,6102.62,12205.24
655,7453,5,3,38131.74,114395.22
656,7764,294,4,38160.64,152642.56
657,422,286,3,10089.11,30267.33
658,7572,68,3,49903.16,149709.48
659,7394,158,5,2284.66,11423.3
660,7232,282,2,24266.21,48532.42
661,9953,279,1,46687.49,46687.49
662,1830,215,3,7336.85,22010.55
663,7958,130,2,49619.54,99239.08
664,5171,38,4,40390.4,161561.6
665,7784,252,5,48929.82,244649.1
666,2172,188,1,2305.1,2305.1
667,9162,46,4,17040.88,68163.52
668,8245,280,4,28001.64,112006.56
669,1257,35,5,19759.63,98798.15
670,7815,134,4,42959.7,171838.8
671,7440,175,2,44155.09,88310.18
672,6274,76,4,30706.47,122825.88
673,700,221,4,42862.76,171451.04
674,9764,190,3,4291.66,12874.98
675,4682,31,2,39609.66,79219.32
676,2478,283,5,7532.08,37660.4
677,7123,77,3,22744.4,68233.2
678,3948,209,4,40090.47,160361.88
679,9180,5,2,27878.39,55756.78
680,5025,210,1,34683.83,34683.83
681,6005,163,3,18620.72,55862.16
682,1207,58,4,38409.67,153638.68
683,5212,298,3,25817.37,77452.11
684,9378,271,2,4758.9,9517.8
685,5716,226,1,29658.25,29658.25
686,5916,216,3,19160.28,57480.84
687,2264,182,4,22021.07,88084.28
688,3516,2,5,16449.25,82246.25
689,4519,151,2,36732.73,73465.46
690,4912,144,5,11378.65,56893.25
691,5009,248,5,714.78,3573.9
692,9123,259,4,37189.66,148758.64
693,7040,277,5,39037.86,195189.3
694,8414,139,5,5002.69,25013.45
695,9518,249,1,37157.73,37157.73
696,7169,204,2,44602.88,89205.76
697,9670,155,5,1569.86,7849.3
698,4091,111,3,36375.65,109126.95
699,1451,269,4,7146.1,28584.4
700,6630,133,4,40287.2,161148.8
701,9174,282,1,28762.3,28762.3
702,3362,223,4,19169.96,76679.84
703,1706,235,4,8782.24,35128.96
704,389,86,2,34561.1,69122.2
705,1834,121,5,2358.92,11794.6
706,816,12,1,39835.67,39835.67
707,4561,162,1,3976.87,3976.87
708,7090,70,3,45864.97,137594.91
709,5052,1,1,30901.77,30901.77
710,3736,240,2,43877.89,87755.78
711,4969,235,2,15196.06,30392.12
712,4973,115,1,17669.75,17669.75
713,9611,214,1,16006.6,16006.6
714,8820,32,5,7214.04,36070.2
715,3306,30,1,19983.4,19983.4
716,9312,89,5,14332.4,71662.0
717,3286,297,3,46460.25,139380.75
718,5596,196,3,41299.15,123897.45
719,2376,201,1,47179.87,47179.87
720,8723,59,4,40434.76,161739.04
721,9849,237,1,48227.86,48227.86
722,1509,294,1,25315.4,25315.4
723,4591,235,5,36640.03,183200.15
724,4900,298,1,17814.41,17814.41
725,6108,267,3,25900.4,77701.2
726,8566,260,2,44652.01,89304.02
727,8300,36,2,38401.17,76802.34
728,939,96,4,8270.72,33082.88
729,8307,63,1,13895.35,13895.35
730,7042,264,5,17064.5,85322.5
731,6608,180,4,49265.1,197060.4
732,1766,118,2,26939.06,53878.12
733,1450,169,3,7005.01,21015.03
734,7626,136,2,26066.46,52132.92
735,6737,244,4,5923.63,23694.52
736,9888,23,2,9773.11,19546.22
737,3084,194,5,7531.68,37658.4
738,7314,272,1,27404.69,27404.69
